AGE_GROUP,COUNT,CRIME,GENDER,STATE_UT,Total_Juvenile,YEAR
12-16 Years,0,Cruelty by Husband or Relatives,Boys,D&N HAVELI,0,2005
12-16 Years,0,Cruelty by Husband or Relatives,Boys,D&N HAVELI,0,2006
12-16 Years,0,Cruelty by Husband or Relatives,Boys,D&N HAVELI,0,2007
12-16 Years,0,Cruelty by Husband or Relatives,Boys,D&N HAVELI,0,2008
12-16 Years,0,Cruelty by Husband or Relatives,Boys,D&N HAVELI,0,2009
12-16 Years,0,Cruelty by Husband or Relatives,Boys,D&N HAVELI,0,2010
12-16 Years,0,Cruelty by Husband or Relatives,Boys,DAMAN & DIU,0,2001
12-16 Years,0,Cruelty by Husband or Relatives,Boys,DAMAN & DIU,0,2002
12-16 Years,0,Cruelty by Husband or Relatives,Boys,DAMAN & DIU,0,2003
12-16 Years,0,Cruelty by Husband or Relatives,Boys,DAMAN & DIU,0,2004
12-16 Years,0,Cruelty by Husband or Relatives,Boys,DAMAN & DIU,0,2005
12-16 Years,0,Cruelty by Husband or Relatives,Boys,DAMAN & DIU,0,2006
12-16 Years,0,Cruelty by Husband or Relatives,Boys,DAMAN & DIU,0,2007
12-16 Years,0,Cruelty by Husband or Relatives,Boys,DAMAN & DIU,0,2008
12-16 Years,0,Cruelty by Husband or Relatives,Boys,DAMAN & DIU,0,2009
12-16 Years,0,Cruelty by Husband or Relatives,Boys,DAMAN & DIU,0,2010
12-16 Years,0,Cruelty by Husband or Relatives,Boys,DELHI UT,0,2001
12-16 Years,0,Cruelty by Husband or Relatives,Boys,DELHI UT,0,2002
12-16 Years,0,Cruelty by Husband or Relatives,Boys,DELHI UT,0,2003
12-16 Years,0,Cruelty by Husband or Relatives,Boys,DELHI UT,0,2004
12-16 Years,0,Cruelty by Husband or Relatives,Boys,DELHI UT,0,2005
12-16 Years,0,Cruelty by Husband or Relatives,Boys,DELHI UT,0,2006
12-16 Years,0,Cruelty by Husband or Relatives,Boys,DELHI UT,0,2007
12-16 Years,0,Cruelty by Husband or Relatives,Boys,DELHI UT,0,2008
12-16 Years,0,Cruelty by Husband or Relatives,Boys,DELHI UT,0,2009
12-16 Years,0,Cruelty by Husband or Relatives,Boys,DELHI UT,0,2010
12-16 Years,0,Cruelty by Husband or Relatives,Boys,GOA,0,2001
12-16 Years,0,Cruelty by Husband or Relatives,Boys,GOA,0,2002
12-16 Years,0,Cruelty by Husband or Relatives,Boys,GOA,0,2003
12-16 Years,0,Cruelty by Husband or Relatives,Boys,GOA,0,2004
12-16 Years,0,Cruelty by Husband or Relatives,Boys,GOA,0,2005
12-16 Years,0,Cruelty by Husband or Relatives,Boys,GOA,0,2006
12-16 Years,0,Cruelty by Husband or Relatives,Boys,GOA,0,2007
12-16 Years,0,Cruelty by Husband or Relatives,Boys,GOA,0,2008
12-16 Years,0,Cruelty by Husband or Relatives,Boys,GOA,0,2009
12-16 Years,0,Cruelty by Husband or Relatives,Boys,GOA,0,2010
12-16 Years,0,Cruelty by Husband or Relatives,Boys,HARYANA,0,2008
12-16 Years,0,Cruelty by Husband or Relatives,Boys,HARYANA,0,2009
12-16 Years,0,Cruelty by Husband or Relatives,Boys,HARYANA,0,2010
12-16 Years,0,Cruelty by Husband or Relatives,Boys,HIMACHAL PRADESH,0,2001
12-16 Years,0,Cruelty by Husband or Relatives,Boys,HIMACHAL PRADESH,0,2002
12-16 Years,0,Cruelty by Husband or Relatives,Boys,HIMACHAL PRADESH,0,2003
12-16 Years,0,Cruelty by Husband or Relatives,Boys,HIMACHAL PRADESH,0,2004
12-16 Years,0,Cruelty by Husband or Relatives,Boys,HIMACHAL PRADESH,0,2006
12-16 Years,0,Cruelty by Husband or Relatives,Boys,HIMACHAL PRADESH,0,2007
12-16 Years,0,Cruelty by Husband or Relatives,Boys,HIMACHAL PRADESH,0,2008
12-16 Years,0,Cruelty by Husband or Relatives,Boys,HIMACHAL PRADESH,0,2009
12-16 Years,0,Cruelty by Husband or Relatives,Boys,HIMACHAL PRADESH,0,2010
12-16 Years,0,Cruelty by Husband or Relatives,Boys,JAMMU & KASHMIR,0,2001
12-16 Years,0,Cruelty by Husband or Relatives,Boys,JAMMU & KASHMIR,0,2002
12-16 Years,0,Cruelty by Husband or Relatives,Boys,JAMMU & KASHMIR,0,2003
12-16 Years,0,Cruelty by Husband or Relatives,Boys,JAMMU & KASHMIR,0,2004
12-16 Years,0,Cruelty by Husband or Relatives,Boys,JAMMU & KASHMIR,0,2005
12-16 Years,0,Cruelty by Husband or Relatives,Boys,JAMMU & KASHMIR,0,2006
12-16 Years,0,Cruelty by Husband or Relatives,Boys,JAMMU & KASHMIR,0,2007
12-16 Years,0,Cruelty by Husband or Relatives,Boys,JAMMU & KASHMIR,0,2008
12-16 Years,0,Cruelty by Husband or Relatives,Boys,JAMMU & KASHMIR,0,2009
12-16 Years,0,Cruelty by Husband or Relatives,Boys,JAMMU & KASHMIR,0,2010
12-16 Years,0,Cruelty by Husband or Relatives,Boys,JHARKHAND,0,2001
12-16 Years,0,Cruelty by Husband or Relatives,Boys,JHARKHAND,0,2002
12-16 Years,0,Cruelty by Husband or Relatives,Boys,JHARKHAND,0,2003
12-16 Years,0,Cruelty by Husband or Relatives,Boys,JHARKHAND,0,2004
12-16 Years,0,Cruelty by Husband or Relatives,Boys,JHARKHAND,0,2007
12-16 Years,0,Cruelty by Husband or Relatives,Boys,JHARKHAND,0,2009
12-16 Years,0,Cruelty by Husband or Relatives,Boys,JHARKHAND,0,2010
12-16 Years,0,Cruelty by Husband or Relatives,Boys,KARNATAKA,0,2002
12-16 Years,0,Cruelty by Husband or Relatives,Boys,KARNATAKA,0,2003
12-16 Years,0,Cruelty by Husband or Relatives,Boys,KARNATAKA,0,2004
12-16 Years,0,Cruelty by Husband or Relatives,Boys,KARNATAKA,0,2005
12-16 Years,0,Cruelty by Husband or Relatives,Boys,KARNATAKA,0,2007
12-16 Years,0,Cruelty by Husband or Relatives,Boys,KARNATAKA,0,2008
12-16 Years,0,Cruelty by Husband or Relatives,Boys,KARNATAKA,0,2009
12-16 Years,0,Cruelty by Husband or Relatives,Boys,KARNATAKA,0,2010
12-16 Years,0,Cruelty by Husband or Relatives,Boys,KERALA,0,2001
12-16 Years,0,Cruelty by Husband or Relatives,Boys,KERALA,0,2002
12-16 Years,0,Cruelty by Husband or Relatives,Boys,KERALA,0,2003
12-16 Years,0,Cruelty by Husband or Relatives,Boys,KERALA,0,2004
12-16 Years,0,Cruelty by Husband or Relatives,Boys,KERALA,0,2005
12-16 Years,0,Cruelty by Husband or Relatives,Boys,KERALA,0,2006
12-16 Years,0,Cruelty by Husband or Relatives,Boys,KERALA,0,2007
12-16 Years,0,Cruelty by Husband or Relatives,Boys,KERALA,0,2008
12-16 Years,0,Cruelty by Husband or Relatives,Boys,KERALA,0,2009
12-16 Years,0,Cruelty by Husband or Relatives,Boys,KERALA,0,2010
12-16 Years,0,Cruelty by Husband or Relatives,Boys,LAKSHADWEEP,0,2001
12-16 Years,0,Cruelty by Husband or Relatives,Boys,LAKSHADWEEP,0,2002
12-16 Years,0,Cruelty by Husband or Relatives,Boys,LAKSHADWEEP,0,2003
12-16 Years,0,Cruelty by Husband or Relatives,Boys,LAKSHADWEEP,0,2004
12-16 Years,0,Cruelty by Husband or Relatives,Boys,LAKSHADWEEP,0,2005
12-16 Years,0,Cruelty by Husband or Relatives,Boys,LAKSHADWEEP,0,2006
12-16 Years,0,Cruelty by Husband or Relatives,Boys,LAKSHADWEEP,0,2007
12-16 Years,0,Cruelty by Husband or Relatives,Boys,LAKSHADWEEP,0,2008
12-16 Years,0,Cruelty by Husband or Relatives,Boys,LAKSHADWEEP,0,2009
12-16 Years,0,Cruelty by Husband or Relatives,Boys,LAKSHADWEEP,0,2010
12-16 Years,0,Cruelty by Husband or Relatives,Boys,MANIPUR,0,2001
12-16 Years,0,Cruelty by Husband or Relatives,Boys,MANIPUR,0,2002
12-16 Years,0,Cruelty by Husband or Relatives,Boys,MANIPUR,0,2003
12-16 Years,0,Cruelty by Husband or Relatives,Boys,MANIPUR,0,2004
12-16 Years,0,Cruelty by Husband or Relatives,Boys,MANIPUR,0,2005
12-16 Years,0,Cruelty by Husband or Relatives,Boys,MANIPUR,0,2006
12-16 Years,0,Cruelty by Husband or Relatives,Boys,MANIPUR,0,2007
12-16 Years,0,Cruelty by Husband or Relatives,Boys,MANIPUR,0,2008
12-16 Years,0,Cruelty by Husband or Relatives,Boys,MANIPUR,0,2009
12-16 Years,0,Cruelty by Husband or Relatives,Boys,MANIPUR,0,2010
12-16 Years,0,Cruelty by Husband or Relatives,Boys,MEGHALAYA,0,2001
12-16 Years,0,Cruelty by Husband or Relatives,Boys,MEGHALAYA,0,2002
12-16 Years,0,Cruelty by Husband or Relatives,Boys,MEGHALAYA,0,2003
12-16 Years,0,Cruelty by Husband or Relatives,Boys,MEGHALAYA,0,2004
12-16 Years,0,Cruelty by Husband or Relatives,Boys,MEGHALAYA,0,2005
12-16 Years,0,Cruelty by Husband or Relatives,Boys,MEGHALAYA,0,2006
12-16 Years,0,Cruelty by Husband or Relatives,Boys,MEGHALAYA,0,2007
12-16 Years,0,Cruelty by Husband or Relatives,Boys,MEGHALAYA,0,2008
12-16 Years,0,Cruelty by Husband or Relatives,Boys,MEGHALAYA,0,2009
12-16 Years,0,Cruelty by Husband or Relatives,Boys,MEGHALAYA,0,2010
12-16 Years,0,Cruelty by Husband or Relatives,Boys,MIZORAM,0,2001
12-16 Years,0,Cruelty by Husband or Relatives,Boys,MIZORAM,0,2002
12-16 Years,0,Cruelty by Husband or Relatives,Boys,MIZORAM,0,2003
12-16 Years,0,Cruelty by Husband or Relatives,Boys,MIZORAM,0,2004
12-16 Years,0,Cruelty by Husband or Relatives,Boys,MIZORAM,0,2005
12-16 Years,0,Cruelty by Husband or Relatives,Boys,MIZORAM,0,2006
12-16 Years,0,Cruelty by Husband or Relatives,Boys,MIZORAM,0,2007
12-16 Years,0,Cruelty by Husband or Relatives,Boys,MIZORAM,0,2008
12-16 Years,0,Cruelty by Husband or Relatives,Boys,MIZORAM,0,2009
12-16 Years,0,Cruelty by Husband or Relatives,Boys,MIZORAM,0,2010
12-16 Years,0,Cruelty by Husband or Relatives,Boys,NAGALAND,0,2001
12-16 Years,0,Cruelty by Husband or Relatives,Boys,NAGALAND,0,2002
12-16 Years,0,Cruelty by Husband or Relatives,Boys,NAGALAND,0,2003
12-16 Years,0,Cruelty by Husband or Relatives,Boys,NAGALAND,0,2004
12-16 Years,0,Cruelty by Husband or Relatives,Boys,NAGALAND,0,2005
12-16 Years,0,Cruelty by Husband or Relatives,Boys,NAGALAND,0,2006
12-16 Years,0,Cruelty by Husband or Relatives,Boys,NAGALAND,0,2007
12-16 Years,0,Cruelty by Husband or Relatives,Boys,NAGALAND,0,2008
12-16 Years,0,Cruelty by Husband or Relatives,Boys,NAGALAND,0,2009
12-16 Years,0,Cruelty by Husband or Relatives,Boys,NAGALAND,0,2010
12-16 Years,0,Cruelty by Husband or Relatives,Boys,ODISHA,0,2001
12-16 Years,0,Cruelty by Husband or Relatives,Boys,ODISHA,0,2002
12-16 Years,0,Cruelty by Husband or Relatives,Boys,ODISHA,0,2003
12-16 Years,0,Cruelty by Husband or Relatives,Boys,ODISHA,0,2004
12-16 Years,0,Cruelty by Husband or Relatives,Boys,ODISHA,0,2010
12-16 Years,0,Cruelty by Husband or Relatives,Boys,PUDUCHERRY,0,2001
12-16 Years,0,Cruelty by Husband or Relatives,Boys,PUDUCHERRY,0,2002
12-16 Years,0,Cruelty by Husband or Relatives,Boys,PUDUCHERRY,0,2003
12-16 Years,0,Cruelty by Husband or Relatives,Boys,PUDUCHERRY,0,2004
12-16 Years,0,Cruelty by Husband or Relatives,Boys,PUDUCHERRY,0,2005
12-16 Years,0,Cruelty by Husband or Relatives,Boys,PUDUCHERRY,0,2006
12-16 Years,0,Cruelty by Husband or Relatives,Boys,PUDUCHERRY,0,2007
12-16 Years,0,Cruelty by Husband or Relatives,Boys,PUDUCHERRY,0,2008
12-16 Years,0,Cruelty by Husband or Relatives,Boys,PUDUCHERRY,0,2009
12-16 Years,0,Cruelty by Husband or Relatives,Boys,PUDUCHERRY,0,2010
12-16 Years,0,Cruelty by Husband or Relatives,Boys,PUNJAB,0,2001
12-16 Years,0,Cruelty by Husband or Relatives,Boys,PUNJAB,0,2002
12-16 Years,0,Cruelty by Husband or Relatives,Boys,PUNJAB,0,2003
12-16 Years,0,Cruelty by Husband or Relatives,Boys,PUNJAB,0,2004
12-16 Years,0,Cruelty by Husband or Relatives,Boys,PUNJAB,0,2005
12-16 Years,0,Cruelty by Husband or Relatives,Boys,PUNJAB,0,2007
12-16 Years,0,Cruelty by Husband or Relatives,Boys,PUNJAB,0,2008
12-16 Years,0,Cruelty by Husband or Relatives,Boys,PUNJAB,0,2009
12-16 Years,0,Cruelty by Husband or Relatives,Boys,PUNJAB,0,2010
12-16 Years,0,Cruelty by Husband or Relatives,Boys,RAJASTHAN,0,2002
12-16 Years,0,Cruelty by Husband or Relatives,Boys,RAJASTHAN,0,2006
12-16 Years,0,Cruelty by Husband or Relatives,Boys,RAJASTHAN,0,2007
12-16 Years,0,Cruelty by Husband or Relatives,Boys,SIKKIM,0,2001
12-16 Years,0,Cruelty by Husband or Relatives,Boys,SIKKIM,0,2002
12-16 Years,0,Cruelty by Husband or Relatives,Boys,SIKKIM,0,2003
12-16 Years,0,Cruelty by Husband or Relatives,Boys,SIKKIM,0,2004
12-16 Years,0,Cruelty by Husband or Relatives,Boys,SIKKIM,0,2005
12-16 Years,0,Cruelty by Husband or Relatives,Boys,SIKKIM,0,2006
12-16 Years,0,Cruelty by Husband or Relatives,Boys,SIKKIM,0,2007
12-16 Years,0,Cruelty by Husband or Relatives,Boys,SIKKIM,0,2008
12-16 Years,0,Cruelty by Husband or Relatives,Boys,SIKKIM,0,2009
12-16 Years,0,Cruelty by Husband or Relatives,Boys,SIKKIM,0,2010
12-16 Years,0,Cruelty by Husband or Relatives,Boys,TAMIL NADU,0,2001
12-16 Years,0,Cruelty by Husband or Relatives,Boys,TAMIL NADU,0,2003
12-16 Years,0,Cruelty by Husband or Relatives,Boys,TAMIL NADU,0,2004
12-16 Years,0,Cruelty by Husband or Relatives,Boys,TAMIL NADU,0,2005
12-16 Years,0,Cruelty by Husband or Relatives,Boys,TAMIL NADU,0,2006
12-16 Years,0,Cruelty by Husband or Relatives,Boys,TAMIL NADU,0,2007
12-16 Years,0,Cruelty by Husband or Relatives,Boys,TAMIL NADU,0,2009
12-16 Years,0,Cruelty by Husband or Relatives,Boys,TAMIL NADU,0,2010
12-16 Years,0,Cruelty by Husband or Relatives,Boys,TRIPURA,0,2001
12-16 Years,0,Cruelty by Husband or Relatives,Boys,TRIPURA,0,2002
12-16 Years,0,Cruelty by Husband or Relatives,Boys,TRIPURA,0,2003
12-16 Years,0,Cruelty by Husband or Relatives,Boys,TRIPURA,0,2004
12-16 Years,0,Cruelty by Husband or Relatives,Boys,TRIPURA,0,2005
12-16 Years,0,Cruelty by Husband or Relatives,Boys,TRIPURA,0,2006
12-16 Years,0,Cruelty by Husband or Relatives,Boys,TRIPURA,0,2007
12-16 Years,0,Cruelty by Husband or Relatives,Boys,TRIPURA,0,2008
12-16 Years,0,Cruelty by Husband or Relatives,Boys,TRIPURA,0,2009
12-16 Years,0,Cruelty by Husband or Relatives,Boys,TRIPURA,0,2010
12-16 Years,0,Cruelty by Husband or Relatives,Boys,UTTAR PRADESH,0,2002
12-16 Years,0,Cruelty by Husband or Relatives,Boys,UTTAR PRADESH,0,2003
12-16 Years,0,Cruelty by Husband or Relatives,Boys,UTTAR PRADESH,0,2005
12-16 Years,0,Cruelty by Husband or Relatives,Boys,UTTAR PRADESH,0,2006
12-16 Years,0,Cruelty by Husband or Relatives,Boys,UTTAR PRADESH,0,2009
12-16 Years,0,Cruelty by Husband or Relatives,Boys,UTTARAKHAND,0,2001
12-16 Years,0,Cruelty by Husband or Relatives,Boys,UTTARAKHAND,0,2002
12-16 Years,0,Cruelty by Husband or Relatives,Boys,UTTARAKHAND,0,2003
12-16 Years,0,Cruelty by Husband or Relatives,Boys,UTTARAKHAND,0,2004
12-16 Years,0,Cruelty by Husband or Relatives,Boys,UTTARAKHAND,0,2005
12-16 Years,0,Cruelty by Husband or Relatives,Boys,UTTARAKHAND,0,2006
12-16 Years,0,Cruelty by Husband or Relatives,Boys,UTTARAKHAND,0,2007
12-16 Years,0,Cruelty by Husband or Relatives,Boys,UTTARAKHAND,0,2008
12-16 Years,0,Cruelty by Husband or Relatives,Boys,UTTARAKHAND,0,2009
12-16 Years,0,Cruelty by Husband or Relatives,Boys,UTTARAKHAND,0,2010
12-16 Years,0,Cruelty by Husband or Relatives,Boys,WEST BENGAL,0,2001
12-16 Years,0,Cruelty by Husband or Relatives,Boys,WEST BENGAL,0,2002
12-16 Years,0,Cruelty by Husband or Relatives,Boys,WEST BENGAL,0,2003
12-16 Years,0,Cruelty by Husband or Relatives,Boys,WEST BENGAL,0,2004
12-16 Years,0,Cruelty by Husband or Relatives,Boys,WEST BENGAL,0,2005
12-16 Years,0,Cruelty by Husband or Relatives,Boys,WEST BENGAL,0,2006
12-16 Years,0,Cruelty by Husband or Relatives,Boys,WEST BENGAL,0,2007
12-16 Years,0,Cruelty by Husband or Relatives,Boys,WEST BENGAL,0,2009
12-16 Years,0,Cruelty by Husband or Relatives,Girls,ANDAMAN & NICOBAR ISLANDS,0,2001
12-16 Years,0,Cruelty by Husband or Relatives,Girls,ANDAMAN & NICOBAR ISLANDS,0,2002
12-16 Years,0,Cruelty by Husband or Relatives,Girls,ANDAMAN & NICOBAR ISLANDS,0,2003
12-16 Years,0,Cruelty by Husband or Relatives,Girls,ANDAMAN & NICOBAR ISLANDS,0,2004
12-16 Years,0,Cruelty by Husband or Relatives,Girls,ANDAMAN & NICOBAR ISLANDS,0,2005
12-16 Years,0,Cruelty by Husband or Relatives,Girls,ANDAMAN & NICOBAR ISLANDS,0,2006
12-16 Years,0,Cruelty by Husband or Relatives,Girls,ANDAMAN & NICOBAR ISLANDS,0,2007
12-16 Years,0,Cruelty by Husband or Relatives,Girls,ANDAMAN & NICOBAR ISLANDS,0,2008
12-16 Years,0,Cruelty by Husband or Relatives,Girls,ANDAMAN & NICOBAR ISLANDS,0,2009
12-16 Years,0,Cruelty by Husband or Relatives,Girls,ANDAMAN & NICOBAR ISLANDS,0,2010
12-16 Years,0,Cruelty by Husband or Relatives,Girls,ANDHRA PRADESH,0,2004
12-16 Years,0,Cruelty by Husband or Relatives,Girls,ANDHRA PRADESH,0,2006
12-16 Years,0,Cruelty by Husband or Relatives,Girls,ANDHRA PRADESH,0,2009
12-16 Years,0,Cruelty by Husband or Relatives,Girls,ARUNACHAL PRADESH,0,2001
12-16 Years,0,Cruelty by Husband or Relatives,Girls,ARUNACHAL PRADESH,0,2002
12-16 Years,0,Cruelty by Husband or Relatives,Girls,ARUNACHAL PRADESH,0,2003
12-16 Years,0,Cruelty by Husband or Relatives,Girls,ARUNACHAL PRADESH,0,2004
12-16 Years,0,Cruelty by Husband or Relatives,Girls,ARUNACHAL PRADESH,0,2005
12-16 Years,0,Cruelty by Husband or Relatives,Girls,ARUNACHAL PRADESH,0,2006
12-16 Years,0,Cruelty by Husband or Relatives,Girls,ARUNACHAL PRADESH,0,2007
12-16 Years,0,Cruelty by Husband or Relatives,Girls,ARUNACHAL PRADESH,0,2008
12-16 Years,0,Cruelty by Husband or Relatives,Girls,ARUNACHAL PRADESH,0,2009
12-16 Years,0,Cruelty by Husband or Relatives,Girls,ARUNACHAL PRADESH,0,2010
12-16 Years,0,Cruelty by Husband or Relatives,Girls,ASSAM,0,2001
12-16 Years,0,Cruelty by Husband or Relatives,Girls,ASSAM,0,2002
12-16 Years,0,Cruelty by Husband or Relatives,Girls,ASSAM,0,2003
12-16 Years,0,Cruelty by Husband or Relatives,Girls,ASSAM,0,2004
12-16 Years,0,Cruelty by Husband or Relatives,Girls,ASSAM,0,2005
12-16 Years,0,Cruelty by Husband or Relatives,Girls,ASSAM,0,2006
12-16 Years,0,Cruelty by Husband or Relatives,Girls,ASSAM,0,2007
12-16 Years,0,Cruelty by Husband or Relatives,Girls,ASSAM,0,2008
12-16 Years,0,Cruelty by Husband or Relatives,Girls,ASSAM,0,2009
12-16 Years,0,Cruelty by Husband or Relatives,Girls,ASSAM,0,2010
12-16 Years,0,Cruelty by Husband or Relatives,Girls,BIHAR,0,2001
12-16 Years,0,Cruelty by Husband or Relatives,Girls,BIHAR,0,2002
12-16 Years,0,Cruelty by Husband or Relatives,Girls,BIHAR,0,2003
12-16 Years,0,Cruelty by Husband or Relatives,Girls,BIHAR,0,2004
12-16 Years,0,Cruelty by Husband or Relatives,Girls,BIHAR,0,2005
12-16 Years,0,Cruelty by Husband or Relatives,Girls,BIHAR,0,2006
12-16 Years,0,Cruelty by Husband or Relatives,Girls,BIHAR,0,2007
12-16 Years,0,Cruelty by Husband or Relatives,Girls,BIHAR,0,2008
12-16 Years,0,Cruelty by Husband or Relatives,Girls,BIHAR,0,2010
12-16 Years,0,Cruelty by Husband or Relatives,Girls,CHANDIGARH,0,2001
12-16 Years,0,Cruelty by Husband or Relatives,Girls,CHANDIGARH,0,2002
12-16 Years,0,Cruelty by Husband or Relatives,Girls,CHANDIGARH,0,2003
12-16 Years,0,Cruelty by Husband or Relatives,Girls,CHANDIGARH,0,2004
12-16 Years,0,Cruelty by Husband or Relatives,Girls,CHANDIGARH,0,2005
12-16 Years,0,Cruelty by Husband or Relatives,Girls,CHANDIGARH,0,2006
12-16 Years,0,Cruelty by Husband or Relatives,Girls,CHANDIGARH,0,2007
12-16 Years,0,Cruelty by Husband or Relatives,Girls,CHANDIGARH,0,2008
12-16 Years,0,Cruelty by Husband or Relatives,Girls,CHANDIGARH,0,2009
12-16 Years,0,Cruelty by Husband or Relatives,Girls,CHANDIGARH,0,2010
12-16 Years,0,Cruelty by Husband or Relatives,Girls,CHHATTISGARH,0,2002
12-16 Years,0,Cruelty by Husband or Relatives,Girls,CHHATTISGARH,0,2003
12-16 Years,0,Cruelty by Husband or Relatives,Girls,CHHATTISGARH,0,2010
12-16 Years,0,Cruelty by Husband or Relatives,Girls,D&N HAVELI,0,2001
12-16 Years,0,Cruelty by Husband or Relatives,Girls,D&N HAVELI,0,2002
12-16 Years,0,Cruelty by Husband or Relatives,Girls,D&N HAVELI,0,2003
12-16 Years,0,Cruelty by Husband or Relatives,Girls,D&N HAVELI,0,2004
12-16 Years,0,Cruelty by Husband or Relatives,Girls,D&N HAVELI,0,2005
12-16 Years,0,Cruelty by Husband or Relatives,Girls,D&N HAVELI,0,2006
12-16 Years,0,Cruelty by Husband or Relatives,Girls,D&N HAVELI,0,2007
12-16 Years,0,Cruelty by Husband or Relatives,Girls,D&N HAVELI,0,2008
12-16 Years,0,Cruelty by Husband or Relatives,Girls,D&N HAVELI,0,2009
12-16 Years,0,Cruelty by Husband or Relatives,Girls,D&N HAVELI,0,2010
12-16 Years,0,Cruelty by Husband or Relatives,Girls,DAMAN & DIU,0,2001
12-16 Years,0,Cruelty by Husband or Relatives,Girls,DAMAN & DIU,0,2002
12-16 Years,0,Cruelty by Husband or Relatives,Girls,DAMAN & DIU,0,2003
12-16 Years,0,Cruelty by Husband or Relatives,Girls,DAMAN & DIU,0,2004
12-16 Years,0,Cruelty by Husband or Relatives,Girls,DAMAN & DIU,0,2005
12-16 Years,0,Cruelty by Husband or Relatives,Girls,DAMAN & DIU,0,2006
12-16 Years,0,Cruelty by Husband or Relatives,Girls,DAMAN & DIU,0,2007
12-16 Years,0,Cruelty by Husband or Relatives,Girls,DAMAN & DIU,0,2008
12-16 Years,0,Cruelty by Husband or Relatives,Girls,DAMAN & DIU,0,2009
12-16 Years,0,Cruelty by Husband or Relatives,Girls,DAMAN & DIU,0,2010
12-16 Years,0,Cruelty by Husband or Relatives,Girls,DELHI UT,0,2001
12-16 Years,0,Cruelty by Husband or Relatives,Girls,DELHI UT,0,2002
12-16 Years,0,Cruelty by Husband or Relatives,Girls,DELHI UT,0,2003
12-16 Years,0,Cruelty by Husband or Relatives,Girls,DELHI UT,0,2004
12-16 Years,0,Cruelty by Husband or Relatives,Girls,DELHI UT,0,2005
12-16 Years,0,Cruelty by Husband or Relatives,Girls,DELHI UT,0,2006
12-16 Years,0,Cruelty by Husband or Relatives,Girls,DELHI UT,0,2007
12-16 Years,0,Cruelty by Husband or Relatives,Girls,DELHI UT,0,2008
12-16 Years,0,Cruelty by Husband or Relatives,Girls,DELHI UT,0,2009
12-16 Years,0,Cruelty by Husband or Relatives,Girls,GOA,0,2001
12-16 Years,0,Cruelty by Husband or Relatives,Girls,GOA,0,2002
12-16 Years,0,Cruelty by Husband or Relatives,Girls,GOA,0,2003
12-16 Years,0,Cruelty by Husband or Relatives,Girls,GOA,0,2004
12-16 Years,0,Cruelty by Husband or Relatives,Girls,GOA,0,2005
12-16 Years,0,Cruelty by Husband or Relatives,Girls,GOA,0,2006
12-16 Years,0,Cruelty by Husband or Relatives,Girls,GOA,0,2007
12-16 Years,0,Cruelty by Husband or Relatives,Girls,GOA,0,2008
12-16 Years,0,Cruelty by Husband or Relatives,Girls,GOA,0,2009
12-16 Years,0,Cruelty by Husband or Relatives,Girls,GOA,0,2010
12-16 Years,0,Cruelty by Husband or Relatives,Girls,HARYANA,0,2004
12-16 Years,0,Cruelty by Husband or Relatives,Girls,HARYANA,0,2008
12-16 Years,0,Cruelty by Husband or Relatives,Girls,HARYANA,0,2009
12-16 Years,0,Cruelty by Husband or Relatives,Girls,HARYANA,0,2010
12-16 Years,0,Cruelty by Husband or Relatives,Girls,HIMACHAL PRADESH,0,2001
12-16 Years,0,Cruelty by Husband or Relatives,Girls,HIMACHAL PRADESH,0,2002
12-16 Years,0,Cruelty by Husband or Relatives,Girls,HIMACHAL PRADESH,0,2004
12-16 Years,0,Cruelty by Husband or Relatives,Girls,HIMACHAL PRADESH,0,2005
12-16 Years,0,Cruelty by Husband or Relatives,Girls,HIMACHAL PRADESH,0,2006
12-16 Years,0,Cruelty by Husband or Relatives,Girls,HIMACHAL PRADESH,0,2007
12-16 Years,0,Cruelty by Husband or Relatives,Girls,HIMACHAL PRADESH,0,2008
12-16 Years,0,Cruelty by Husband or Relatives,Girls,HIMACHAL PRADESH,0,2009
12-16 Years,0,Cruelty by Husband or Relatives,Girls,HIMACHAL PRADESH,0,2010
12-16 Years,0,Cruelty by Husband or Relatives,Girls,JAMMU & KASHMIR,0,2001
12-16 Years,0,Cruelty by Husband or Relatives,Girls,JAMMU & KASHMIR,0,2002
12-16 Years,0,Cruelty by Husband or Relatives,Girls,JAMMU & KASHMIR,0,2003
12-16 Years,0,Cruelty by Husband or Relatives,Girls,JAMMU & KASHMIR,0,2004
12-16 Years,0,Cruelty by Husband or Relatives,Girls,JAMMU & KASHMIR,0,2005
12-16 Years,0,Cruelty by Husband or Relatives,Girls,JAMMU & KASHMIR,0,2006
12-16 Years,0,Cruelty by Husband or Relatives,Girls,JAMMU & KASHMIR,0,2007
12-16 Years,0,Cruelty by Husband or Relatives,Girls,JAMMU & KASHMIR,0,2008
12-16 Years,0,Cruelty by Husband or Relatives,Girls,JAMMU & KASHMIR,0,2009
12-16 Years,0,Cruelty by Husband or Relatives,Girls,JAMMU & KASHMIR,0,2010
12-16 Years,0,Cruelty by Husband or Relatives,Girls,JHARKHAND,0,2001
12-16 Years,0,Cruelty by Husband or Relatives,Girls,JHARKHAND,0,2002
12-16 Years,0,Cruelty by Husband or Relatives,Girls,JHARKHAND,0,2003
12-16 Years,0,Cruelty by Husband or Relatives,Girls,JHARKHAND,0,2004
